,Provincia,Partido,Localidad,Link_Indec,Tecnologia,Accesos
6023,Buenos Aires,Tres Arroyos,San Mayol,6833090,Wireless,18.0
6024,Buenos Aires,Tres Arroyos,Tres Arroyos,6833100,Wireless,1341.0
6025,Buenos Aires,Tres De Febrero,Caseros,6840010,Wireless,2.0
6026,Buenos Aires,Tres De Febrero,Ciudadela,6840010,Wireless,4.0
6027,Buenos Aires,Tres De Febrero,Jose Ingenieros,6840010,Wireless,5.0
6028,Buenos Aires,Tres De Febrero,Pablo Podestá,6840010,Wireless,438.0
6029,Buenos Aires,Tres De Febrero,Saenz Peña,6840010,Wireless,1.0
6030,Buenos Aires,Tres De Febrero,Santos Lugares,6840010,Wireless,1.0
6031,Buenos Aires,Tres Lomas,Tres Lomas,6847020,Wireless,179.0
6032,Buenos Aires,Vicente López,Florida,6861010,Wireless,2.0
6033,Buenos Aires,Vicente López,Florida Oeste,6861010,Wireless,245.0
6034,Buenos Aires,Vicente López,Munro,6861010,Wireless,1.0
6035,Buenos Aires,Vicente López,Vicente López,6861010,Wireless,1.0
6036,Buenos Aires,Vicente López,Villa Martelli,6861010,Wireless,375.0
6037,Buenos Aires,Villarino,Juan Cousté (Est. Algarrobo),6875040,Wireless,82.0
6038,Buenos Aires,Villarino,Médanos,6875060,Wireless,103.0
6039,Buenos Aires,Villarino,Pedro Luro,6875070,Wireless,550.0
6040,Buenos Aires,Villarino,Argerich,6875010,Wireless,31.0
6041,Buenos Aires,Villarino,Teniente Origone,6875080,Wireless,16.0
6042,Buenos Aires,Villarino,Country Los Medanos,6875025,Wireless,267.0
6043,Buenos Aires,Zárate,Lima,6882040,Wireless,903.0
6044,Buenos Aires,Zárate,Zárate,6882050,Wireless,1451.0
6045,Buenos Aires,Zárate,Escalada,6882030,Wireless,75.0
6046,Buenos Aires,Amba,Otros,Sin Datos,Wireless,13.0
6047,Caba,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,2000010,Wireless,4493.0
6048,Catamarca,Ambato,El Rodeo,10007040,Wireless,152.0
6049,Catamarca,Ambato,Los Talas,10007100,Wireless,66.0
6050,Catamarca,Andalgalá,Andalgalá,10021020,Wireless,203.0
6051,Catamarca,Andalgalá,Chaquiago,10021030,Wireless,14.0
6052,Catamarca,Andalgalá,El Alamito,10021050,Wireless,20.0
6053,Catamarca,Andalgalá,La Aguada,10021080,Wireless,5.0
6054,Catamarca,Belén,Belén,10035020,Wireless,30.0
6055,Catamarca,Belén,Londres,10035110,Wireless,20.0
6056,Catamarca,Belén,Las Juntas,10035100,Wireless,5.0
6057,Catamarca,Capayán,Chumbicha,10042040,Wireless,474.0
6058,Catamarca,Capayán,Colonia Nueva Coneta,10042060,Wireless,9.0
6059,Catamarca,Capayán,Huillapima,10042100,Wireless,9.0
6060,Catamarca,Capayán,Miraflores,10042120,Wireless,10.0
6061,Catamarca,Capayán,Los Angeles,10042110,Wireless,5.0
6062,Catamarca,Capital,San Fernando Del Valle De Catamarca,10049030,Wireless,14.0
6063,Catamarca,El Alto,El Alto,10056010,Wireless,28.0
6064,Catamarca,La Paz,Recreo,10070140,Wireless,5.0
6065,Catamarca,La Paz,San Antonio,10070150,Wireless,26.0
6066,Catamarca,La Paz,Quirós,10070120,Wireless,27.0
6067,Catamarca,Paclín,La Merced,10077050,Wireless,5.0
6068,Catamarca,Paclín,La Viña,10077060,Wireless,10.0
6069,Catamarca,Paclín,San Antonio,10077100,Wireless,7.0
6070,Catamarca,Pomán,San Miguel,10084090,Wireless,7.0
6071,Catamarca,Pomán,Saujil,10084100,Wireless,169.0
6072,Catamarca,Pomán,Colpes,10084030,Wireless,16.0
6073,Catamarca,Santa María,Santa María,10091150,Wireless,5.0
6074,Catamarca,Santa Rosa,Los Altos,10098050,Wireless,6.0
6075,Catamarca,Tinogasta,Fiambalá,10105110,Wireless,7.0
6076,Catamarca,Valle Viejo,San Isidro,10112040,Wireless,5.0
6077,Catamarca,Valle Viejo,Santa Rosa,10112030,Wireless,5.0
6078,Catamarca,Valle Viejo,Villa Dolores,10112030,Wireless,5.0
6079,Catamarca,Valle Viejo,Sumalao,10112030,Wireless,5.0
6080,Catamarca,Fray Mamerto Esquiú,La Falda De San Antonio,10063050,Wireless,5.0
6081,Catamarca,Fray Mamerto Esquiú,La Tercena,10063050,Wireless,5.0
6082,Chaco,12 De Octubre,Gancedo,22036010,Wireless,119.0
6083,Chaco,12 De Octubre,General Pinedo,22036030,Wireless,1.0
6084,Chaco,1º De Mayo,Colonia Benítez,22126020,Wireless,2.0
6085,Chaco,1º De Mayo,Margarita Belén,22126030,Wireless,261.0
6086,Chaco,25 De Mayo,Colonia Aborigen,22168010,Wireless,59.0
6087,Chaco,25 De Mayo,Machagai,22168020,Wireless,226.0
6088,Chaco,Almirante Brown,Concepción Del Bermejo,22007010,Wireless,230.0
6089,Chaco,Almirante Brown,Pampa Del Infierno,22007030,Wireless,190.0
6090,Chaco,Bermejo,General Vedia,22014010,Wireless,155.0
6091,Chaco,Bermejo,La Leonesa,22014030,Wireless,228.0
6092,Chaco,Bermejo,Las Palmas,22014040,Wireless,296.0
6093,Chaco,Bermejo,Puerto Bermejo Nuevo,22014050,Wireless,78.0
6094,Chaco,Bermejo,Puerto Eva Perón,22014070,Wireless,41.0
6095,Chaco,Chacabuco,Charata,22028010,Wireless,230.0
6096,Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010,Wireless,116.0
6097,Chaco,General Belgrano,Corzuela,22049010,Wireless,28.0
6098,Chaco,General Güemes,El Sauzal,22063020,Wireless,62.0
6099,Chaco,General Güemes,El Sauzalito,22063030,Wireless,120.0
6100,Chaco,General Güemes,Fortín Lavalle,22063040,Wireless,36.0
6101,Chaco,General Güemes,Juan José Castelli,22063060,Wireless,646.0
6102,Chaco,General Güemes,Miraflores,22063070,Wireless,712.0
6103,Chaco,General Güemes,Nueva Pompeya,22063080,Wireless,308.0
6104,Chaco,General Güemes,Villa Río Bermejito,22063100,Wireless,222.0
6105,Chaco,General Güemes,Wichi,22063110,Wireless,91.0
6106,Chaco,Independencia,Avia Terai,22070010,Wireless,1.0
6107,Chaco,Libertad,Laguna Blanca,22077030,Wireless,6.0
6108,Chaco,Libertad,Puerto Tirol,22077040,Wireless,73.0
6109,Chaco,Libertad,Colonia Popular,22077010,Wireless,5.0
6110,Chaco,Libertador General San Martín,General José De San Martín,22084020,Wireless,450.0
6111,Chaco,Libertador General San Martín,Laguna Limpia,22084040,Wireless,81.0
6112,Chaco,Libertador General San Martín,Pampa Almirón,22084050,Wireless,27.0
6113,Chaco,Libertador General San Martín,Pampa Del Indio,22084060,Wireless,515.0
6114,Chaco,Libertador General San Martín,Presidencia Roca,22084070,Wireless,119.0
6115,Chaco,Maipú,Tres Isletas,22091010,Wireless,57.0
6116,Chaco,Mayor Luis J. Fontana,Coronel Du Graty,22098010,Wireless,516.0
6117,Chaco,Mayor Luis J. Fontana,Villa Angela,22098030,Wireless,402.0
6118,Chaco,Presidencia De La Plaza,Presidencia De La Plaza,22119010,Wireless,1.0
6119,Chaco,Quitilipi,Quitilipi,22133010,Wireless,125.0
6120,Chaco,Quitilipi,Villa El Palmar,22133020,Wireless,99.0
6121,Chaco,San Fernando,Barranqueras,22140010,Wireless,15.0
6122,Chaco,San Fernando,Basail,22140020,Wireless,57.0
6123,Chaco,San Fernando,Fontana,22140040,Wireless,147.0
6124,Chaco,San Fernando,Puerto Vilelas,22140050,Wireless,1.0
6125,Chaco,San Fernando,Resistencia,22140060,Wireless,193.0
6126,Chaco,San Lorenzo,Villa Berthet,22147020,Wireless,898.0
6127,Chaco,Sargento Cabral,Capitán Solari,22154010,Wireless,30.0
6128,Chaco,Sargento Cabral,Colonias Unidas,22154030,Wireless,15.0
6129,Chaco,Sargento Cabral,Las Garcitas,22154050,Wireless,114.0
6130,Chubut,Biedma,Puerto Madryn,26007020,Wireless,2756.0
6131,Chubut,Biedma,Puerto Pirámide,26007030,Wireless,106.0
6132,Chubut,Biedma,Quinta El Mirador,26007040,Wireless,22.0
6133,Chubut,Biedma,Reserva Area Protegida El Doradillo,26007050,Wireless,127.0
6134,Chubut,Cushamen,El Hoyo,26014040,Wireless,673.0
6135,Chubut,Cushamen,Lago Puelo,26014090,Wireless,720.0
6136,Chubut,Escalante,Comodoro Rivadavia,26021030,Wireless,16630.0
6137,Chubut,Escalante,Diadema Argentina,26021040,Wireless,328.0
6138,Chubut,Escalante,Rada Tilly,26021050,Wireless,418.0
6139,Chubut,Escalante,Acceso Norte,26021020,Wireless,49.0
6140,Chubut,Florentino Ameghino,Camarones,26028010,Wireless,208.0
6141,Chubut,Florentino Ameghino,Garayalde,26028020,Wireless,3.0
6142,Chubut,Futaleufú,Esquel,26035030,Wireless,4047.0
6143,Chubut,Futaleufú,Trevelín,26035060,Wireless,1075.0
6144,Chubut,Gastre,Lagunita Salada,26049040,Wireless,38.0
6145,Chubut,Gastre,Gastre,26049030,Wireless,147.0
6146,Chubut,Languiñeo,Aldea Epulef,26056010,Wireless,8.0
6147,Chubut,Languiñeo,Colan Conhue,26056030,Wireless,8.0
6148,Chubut,Languiñeo,Paso Del Sapo,26056040,Wireless,88.0
6149,Chubut,Paso De Indios,Los Altares,26070020,Wireless,1.0
6150,Chubut,Rawson,Playa Unión,26077020,Wireless,421.0
6151,Chubut,Rawson,Rawson,26077030,Wireless,508.0
6152,Chubut,Rawson,Trelew,26077040,Wireless,1289.0
6153,Chubut,Rawson,Playa Magagna,26077010,Wireless,3.0
6154,Chubut,Río Senguer,Aldea Apeleg,26084010,Wireless,1.0
6155,Chubut,Río Senguer,Alto Río Senguer,26084030,Wireless,1.0
6156,Chubut,Río Senguer,Facundo,26084050,Wireless,41.0
6157,Chubut,Río Senguer,Río Mayo,26084070,Wireless,621.0
6158,Chubut,Sarmiento,Sarmiento,26091020,Wireless,270.0
6159,Chubut,Telsen,Gan Gan,26105010,Wireless,156.0
6160,Chubut,Telsen,Telsen,26105020,Wireless,104.0
6161,Cordoba,Calamuchita,Amboy,14007010,Wireless,174.0
6162,Cordoba,Calamuchita,Capilla Vieja,14007040,Wireless,20.0
6163,Cordoba,Calamuchita,El Corcovado - El Torreón,14007050,Wireless,30.0
6164,Cordoba,Calamuchita,Embalse,14007060,Wireless,1937.0
6165,Cordoba,Calamuchita,La Cruz,14007070,Wireless,394.0
6166,Cordoba,Calamuchita,La Cumbrecita,14007080,Wireless,250.0
6167,Cordoba,Calamuchita,Las Bajadas,14007090,Wireless,27.0
6168,Cordoba,Calamuchita,Los Cóndores,14007110,Wireless,511.0
6169,Cordoba,Calamuchita,Los Molinos,14007120,Wireless,50.0
6170,Cordoba,Calamuchita,Los Reartes,14007130,Wireless,622.0
6171,Cordoba,Calamuchita,San Agustín,14007180,Wireless,1.0
6172,Cordoba,Calamuchita,San Ignacio (Loteo San Javier),14007190,Wireless,19.0
6173,Cordoba,Calamuchita,Santa Rosa De Calamuchita,14007210,Wireless,3438.0
6174,Cordoba,Calamuchita,Villa Alpina,14007240,Wireless,5.0
6175,Cordoba,Calamuchita,Villa Amancay,14007250,Wireless,229.0
6176,Cordoba,Calamuchita,Villa Berna,14007260,Wireless,15.0
6177,Cordoba,Calamuchita,Villa Ciudad Parque Los Reartes (1A. Sección),14007270,Wireless,253.0
6178,Cordoba,Calamuchita,Villa Del Dique,14007290,Wireless,968.0
6179,Cordoba,Calamuchita,Villa General Belgrano,14007310,Wireless,1257.0
6180,Cordoba,Calamuchita,Villa Quillinzo,14007330,Wireless,141.0
6181,Cordoba,Calamuchita,Villa Rumipal,14007340,Wireless,980.0
6182,Cordoba,Calamuchita,Villa San Miguel,14007170,Wireless,5.0
6183,Cordoba,Calamuchita,Villa Yacanto,14007360,Wireless,135.0
6184,Cordoba,Calamuchita,Las Caleras,14007100,Wireless,7.0
6185,Cordoba,Calamuchita,Segunda Usina,14007220,Wireless,69.0
6186,Cordoba,Calamuchita,Río De Los Sauces,14007170,Wireless,2.0
6187,Cordoba,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,Wireless,160.0
6188,Cordoba,Calamuchita,Santa Monica,14007170,Wireless,106.0
6189,Cordoba,Calamuchita,San Ignacio (Loteo Vélez Crespo),14007170,Wireless,9.0
6190,Cordoba,Capital,Córdoba,14014010,Wireless,4356.0
6191,Cordoba,Capital,Otros,Sin Datos,Wireless,695.0
6192,Cordoba,Colón,Agua De Oro,14021010,Wireless,65.0
6193,Cordoba,Colón,Colonia Caroya,14021050,Wireless,41.0
6194,Cordoba,Colón,El Manzano,14021110,Wireless,20.0
6195,Cordoba,Colón,Jesús María,14021140,Wireless,19.0
6196,Cordoba,Colón,La Calera,14021150,Wireless,496.0
6197,Cordoba,Colón,La Granja,14021160,Wireless,26.0
6198,Cordoba,Colón,Malvinas Argentinas,14021190,Wireless,229.0
6199,Cordoba,Colón,Mendiolaza,14021200,Wireless,195.0
6200,Cordoba,Colón,Otros,Sin Datos,Wireless,287.0
6201,Cordoba,Colón,Pajas Blancas,14021220,Wireless,19.0
6202,Cordoba,Colón,Río Ceballos,14021230,Wireless,444.0
6203,Cordoba,Colón,Saldán,14021240,Wireless,270.0
6204,Cordoba,Colón,Salsipuedes,14021250,Wireless,387.0
6205,Cordoba,Colón,Unquillo,14021280,Wireless,603.0
6206,Cordoba,Colón,Villa Allende,14021290,Wireless,345.0
6207,Cordoba,Colón,Villa Cerro Azul,14021300,Wireless,20.0
6208,Cordoba,Colón,Villa Los Llanos - Juárez Celman,14021320,Wireless,360.0
6209,Cordoba,Cruz Del Eje,Alto De Los Quebrachos,14028010,Wireless,1.0
6210,Cordoba,Cruz Del Eje,Bañado De Soto,14028020,Wireless,8.0
6211,Cordoba,Cruz Del Eje,Cruz De Caña,14028040,Wireless,2.0
6212,Cordoba,Cruz Del Eje,Cruz Del Eje,14028050,Wireless,575.0
6213,Cordoba,Cruz Del Eje,El Brete,14028060,Wireless,65.0
6214,Cordoba,Cruz Del Eje,Guanaco Muerto,14028080,Wireless,17.0
6215,Cordoba,Cruz Del Eje,La Batea,14028100,Wireless,1.0
6216,Cordoba,Cruz Del Eje,La Higuera,14028110,Wireless,2.0
6217,Cordoba,Cruz Del Eje,Las Playas,14028130,Wireless,176.0
6218,Cordoba,Cruz Del Eje,Los Chañaritos,14028140,Wireless,9.0
6219,Cordoba,Cruz Del Eje,Media Naranja,14028150,Wireless,60.0
6220,Cordoba,Cruz Del Eje,Paso Viejo,14028160,Wireless,54.0
6221,Cordoba,Cruz Del Eje,San Marcos Sierra,14028170,Wireless,180.0
6222,Cordoba,Cruz Del Eje,Serrezuela,14028180,Wireless,2.0
6223,Cordoba,Cruz Del Eje,Tuclame,14028190,Wireless,13.0
6224,Cordoba,Cruz Del Eje,Villa De Soto,14028200,Wireless,318.0
6225,Cordoba,Cruz Del Eje,Canteras Quilpo,14028030,Wireless,2.0
6226,Cordoba,General Roca,Huinca Renancó,14035040,Wireless,1097.0
6227,Cordoba,General Roca,Villa Huidobro,14035120,Wireless,1099.0
6228,Cordoba,General Roca,Villa Valeria,14035140,Wireless,130.0
6229,Cordoba,General Roca,Santa Magdalena (Est. Jovita),14035110,Wireless,82.0
6230,Cordoba,General Roca,Nicolás Bruzzone,14035070,Wireless,91.0
6231,Cordoba,General San Martín,Arroyo Cabral,14042020,Wireless,276.0
6232,Cordoba,General San Martín,Ausonia,14042030,Wireless,1.0
6233,Cordoba,General San Martín,La Playosa,14042080,Wireless,69.0
6234,Cordoba,General San Martín,Silvio Pellico,14042130,Wireless,72.0
6235,Cordoba,General San Martín,Tío Pujio,14042150,Wireless,53.0
6236,Cordoba,General San Martín,Villa María,14042170,Wireless,1187.0
6237,Cordoba,General San Martín,Villa Nueva,14042180,Wireless,414.0
6238,Cordoba,General San Martín,Arroyo Algodón,14042010,Wireless,226.0
6239,Cordoba,General San Martín,La Palestina,14042070,Wireless,1.0
6240,Cordoba,Ischilín,Chuña,14049030,Wireless,102.0
6241,Cordoba,Ischilín,Copacabana,14049040,Wireless,12.0
6242,Cordoba,Ischilín,Esquina Del Alambre,14049060,Wireless,1.0
6243,Cordoba,Ischilín,Olivares De San Nicolás,14049090,Wireless,1.0
6244,Cordoba,Juárez Celman,Alejandro Roca (Est. Alejandro),14056010,Wireless,300.0
6245,Cordoba,Juárez Celman,Carnerillo,14056040,Wireless,195.0
6246,Cordoba,Juárez Celman,Charras,14056050,Wireless,12.0
6247,Cordoba,Juárez Celman,Los Cisnes,14056110,Wireless,39.0
6248,Cordoba,Juárez Celman,Santa Eufemia,14056150,Wireless,64.0
6249,Cordoba,Juárez Celman,Ucacha,14056160,Wireless,82.0
6250,Cordoba,Juárez Celman,Villa Reducción,14056170,Wireless,232.0
6251,Cordoba,Marcos Juárez,Alejo Ledesma,14063010,Wireless,64.0
6252,Cordoba,Marcos Juárez,Colonia Italiana,14063070,Wireless,10.0
6253,Cordoba,Marcos Juárez,Corral De Bustos,14063090,Wireless,49.0
6254,Cordoba,Marcos Juárez,Cruz Alta,14063100,Wireless,2.0
6255,Cordoba,Marcos Juárez,Guatimozín,14063130,Wireless,15.0
6256,Cordoba,Marcos Juárez,Inriville,14063140,Wireless,89.0
6257,Cordoba,Marcos Juárez,Leones,14063160,Wireless,23.0
6258,Cordoba,Marcos Juárez,Marcos Juárez,14063180,Wireless,240.0
6259,Cordoba,Marcos Juárez,Capitán General Bernardo O'Higgins,14063040,Wireless,25.0
6260,Cordoba,Marcos Juárez,Cavanagh,14063050,Wireless,322.0
6261,Cordoba,Minas,Ciénaga Del Coro,14070010,Wireless,64.0
6262,Cordoba,Minas,La Playa,14070050,Wireless,53.0
6263,Cordoba,Minas,San Carlos Minas,14070060,Wireless,291.0
6264,Cordoba,Minas,Tosno,14070080,Wireless,27.0
6265,Cordoba,Minas,El Chacho,14070020,Wireless,173.0
6266,Cordoba,Minas,Estancia De Guadalupe,14070030,Wireless,35.0
6267,Cordoba,Minas,Guasapampa,14070040,Wireless,34.0
6268,Cordoba,Minas,Talaini,14070070,Wireless,23.0
6269,Cordoba,Otros,Otros,Sin Datos,Wireless,268.0
6270,Cordoba,Pocho,Chancani,14077010,Wireless,97.0
6271,Cordoba,Pocho,Las Palmas,14077020,Wireless,9.0
6272,Cordoba,Pocho,Salsacate,14077040,Wireless,298.0
6273,Cordoba,Pocho,Villa De Pocho,14077080,Wireless,40.0
6274,Cordoba,Pocho,Los Talares,14077030,Wireless,39.0
6275,Cordoba,Pocho,San Gerónimo,14077050,Wireless,11.0
6276,Cordoba,Pocho,Tala Cañada,14077060,Wireless,39.0
6277,Cordoba,Pocho,Taninga,14077070,Wireless,167.0
6278,Cordoba,Presidente Roque Sáenz Peña,General Levalle,14084010,Wireless,146.0
6279,Cordoba,Presidente Roque Sáenz Peña,La Cesira,14084020,Wireless,38.0
6280,Cordoba,Presidente Roque Sáenz Peña,Laboulaye,14084030,Wireless,1133.0
6281,Cordoba,Presidente Roque Sáenz Peña,Melo,14084050,Wireless,389.0
6282,Cordoba,Presidente Roque Sáenz Peña,Río Bamba,14084060,Wireless,31.0
6283,Cordoba,Presidente Roque Sáenz Peña,Rosales,14084070,Wireless,132.0
6284,Cordoba,Presidente Roque Sáenz Peña,Serrano,14084090,Wireless,81.0
6285,Cordoba,Presidente Roque Sáenz Peña,San Joaquín,14084080,Wireless,42.0
6286,Cordoba,Punilla,Bialet Massé,14091020,Wireless,333.0
6287,Cordoba,Punilla,Cabalango,14091030,Wireless,207.0
6288,Cordoba,Punilla,Capilla Del Monte,14091040,Wireless,282.0
6289,Cordoba,Punilla,Casa Grande,14091050,Wireless,57.0
6290,Cordoba,Punilla,Charbonier,14091060,Wireless,102.0
6291,Cordoba,Punilla,Cosquín,14091070,Wireless,113.0
6292,Cordoba,Punilla,Cuesta Blanca,14091080,Wireless,40.0
6293,Cordoba,Punilla,Estancia Vieja,14091090,Wireless,216.0
6294,Cordoba,Punilla,Huerta Grande,14091100,Wireless,81.0
6295,Cordoba,Punilla,La Cumbre,14091110,Wireless,183.0
6296,Cordoba,Punilla,La Falda,14091120,Wireless,22.0
6297,Cordoba,Punilla,Las Jarillas,14091130,Wireless,4.0
6298,Cordoba,Punilla,Los Cocos,14091140,Wireless,52.0
6299,Cordoba,Punilla,Mayu Sumaj,14091160,Wireless,49.0
6300,Cordoba,Punilla,San Antonio De Arredondo,14091180,Wireless,112.0
6301,Cordoba,Punilla,San Esteban,14091190,Wireless,42.0
6302,Cordoba,Punilla,San Roque,14091200,Wireless,233.0
6303,Cordoba,Punilla,Santa María De Punilla,14091210,Wireless,113.0
6304,Cordoba,Punilla,Tala Huasi,14091220,Wireless,15.0
6305,Cordoba,Punilla,Tanti,14091230,Wireless,373.0
6306,Cordoba,Punilla,Valle Hermoso,14091240,Wireless,117.0
6307,Cordoba,Punilla,Villa Carlos Paz,14091250,Wireless,642.0
6308,Cordoba,Punilla,Villa Giardino,14091270,Wireless,206.0
6309,Cordoba,Punilla,Villa Parque Siquimán,14091290,Wireless,285.0
6310,Cordoba,Punilla,Villa Río Icho Cruz,14091300,Wireless,147.0
6311,Cordoba,Punilla,Villa Santa Cruz Del Lago,14091320,Wireless,279.0
6312,Cordoba,Río Cuarto,Achiras,14098010,Wireless,258.0
6313,Cordoba,Río Cuarto,Adelia María,14098020,Wireless,222.0
6314,Cordoba,Río Cuarto,Berrotarán,14098050,Wireless,135.0
6315,Cordoba,Río Cuarto,Chucul,14098080,Wireless,74.0
6316,Cordoba,Río Cuarto,Elena,14098110,Wireless,86.0
6317,Cordoba,Río Cuarto,La Carolina,14098120,Wireless,66.0
6318,Cordoba,Río Cuarto,Las Peñas,14098180,Wireless,25.0
6319,Cordoba,Río Cuarto,Río Cuarto,14098230,Wireless,1065.0
6320,Cordoba,Río Cuarto,Sampacho,14098240,Wireless,219.0
6321,Cordoba,Río Cuarto,Washington,14098320,Wireless,38.0
6322,Cordoba,Río Primero,Cañada De Machado,14105020,Wireless,11.0
6323,Cordoba,Río Primero,La Para,14105110,Wireless,154.0
6324,Cordoba,Río Primero,La Puerta,14105130,Wireless,100.0
6325,Cordoba,Río Primero,Montecristo,14105190,Wireless,185.0
6326,Cordoba,Río Primero,Otros,Sin Datos,Wireless,20.0
6327,Cordoba,Río Primero,Río Primero,14105240,Wireless,187.0
6328,Cordoba,Río Primero,Santa Rosa De Río Primero,14105260,Wireless,301.0
6329,Cordoba,Río Primero,Villa Fontana,14105270,Wireless,166.0
6330,Cordoba,Río Primero,La Quinta,14105140,Wireless,30.0
6331,Cordoba,Río Seco,Villa De María,14112130,Wireless,242.0
6332,Cordoba,Río Seco,Cerro Colorado,14112010,Wireless,60.0
6333,Cordoba,Río Seco,Rayo Cortado,14112080,Wireless,57.0
6334,Cordoba,Río Segundo,Capilla Del Carmen,14119030,Wireless,11.0
6335,Cordoba,Río Segundo,Carrilobo,14119040,Wireless,68.0
6336,Cordoba,Río Segundo,Costasacate,14119070,Wireless,12.0
6337,Cordoba,Río Segundo,Laguna Larga,14119090,Wireless,704.0
6338,Cordoba,Río Segundo,Los Chañaritos,14119110,Wireless,32.0
6339,Cordoba,Río Segundo,Luque,14119120,Wireless,19.0
6340,Cordoba,Río Segundo,Oncativo,14119150,Wireless,436.0
6341,Cordoba,Río Segundo,Pilar,14119160,Wireless,1215.0
6342,Cordoba,Río Segundo,Rincón,14119180,Wireless,17.0
6343,Cordoba,Río Segundo,Río Segundo,14119190,Wireless,1405.0
6344,Cordoba,Río Segundo,Santiago Temple,14119200,Wireless,89.0
6345,Cordoba,Río Segundo,Villa Del Rosario,14119210,Wireless,51.0
6346,Cordoba,San Alberto,Arroyo Los Patos,14126020,Wireless,5.0
6347,Cordoba,San Alberto,El Huayco,14126030,Wireless,6.0
6348,Cordoba,San Alberto,Las Calles,14126050,Wireless,70.0
6349,Cordoba,San Alberto,Las Rabonas,14126070,Wireless,51.0
6350,Cordoba,San Alberto,Nono,14126110,Wireless,51.0
6351,Cordoba,San Alberto,San Huberto,14126130,Wireless,41.0
6352,Cordoba,San Alberto,San Lorenzo,14126140,Wireless,20.0
6353,Cordoba,San Alberto,San Pedro,14126160,Wireless,403.0
6354,Cordoba,San Alberto,San Vicente,14126170,Wireless,33.0
6355,Cordoba,San Alberto,Sauce Arriba,14126180,Wireless,21.0
6356,Cordoba,San Alberto,Villa Cura Brochero,14126200,Wireless,3.0
6357,Cordoba,San Alberto,Villa Sarmiento,14126210,Wireless,423.0
6358,Cordoba,San Javier,Conlara,14133010,Wireless,24.0
6359,Cordoba,San Javier,Cruz Caña,14133030,Wireless,41.0
6360,Cordoba,San Javier,Dos Arroyos,14133040,Wireless,5.0
6361,Cordoba,San Javier,El Pantanillo,14133050,Wireless,4.0
6362,Cordoba,San Javier,La Paz,14133060,Wireless,268.0
6363,Cordoba,San Javier,La Población,14133070,Wireless,78.0
6364,Cordoba,San Javier,La Ramada,14133080,Wireless,14.0
6365,Cordoba,San Javier,La Travesía,14133090,Wireless,49.0
6366,Cordoba,San Javier,Las Tapias,14133100,Wireless,251.0
6367,Cordoba,San Javier,Loma Bola,14133105,Wireless,20.0
6368,Cordoba,San Javier,Los Cerrillos,14133110,Wireless,64.0
6369,Cordoba,San Javier,Los Hornillos,14133120,Wireless,43.0
6370,Cordoba,San Javier,Los Molles,14133130,Wireless,36.0
6371,Cordoba,San Javier,Los Romeros,14133040,Wireless,9.0
6372,Cordoba,San Javier,Luyaba,14133150,Wireless,124.0
6373,Cordoba,San Javier,Quebracho Ladeado,14133155,Wireless,10.0
6374,Cordoba,San Javier,Quebrada De Los Pozos,14133160,Wireless,81.0
6375,Cordoba,San Javier,San Javier Y Yacanto,14133170,Wireless,280.0
6376,Cordoba,San Javier,San José,14133180,Wireless,69.0
6377,Cordoba,San Javier,Villa De Las Rosas,14133190,Wireless,329.0
6378,Cordoba,San Javier,Villa Dolores,14133200,Wireless,2167.0
6379,Cordoba,San Javier,Villa La Viña,14133210,Wireless,6.0
6380,Cordoba,San Justo,Alicia,14140010,Wireless,66.0
6381,Cordoba,San Justo,Arroyito,14140030,Wireless,103.0
6382,Cordoba,San Justo,Colonia Anita,14140060,Wireless,4.0
6383,Cordoba,San Justo,Colonia Las Pichanas,14140080,Wireless,4.0
6384,Cordoba,San Justo,Colonia Marina,14140090,Wireless,133.0
6385,Cordoba,San Justo,Colonia San Bartolomé,14140110,Wireless,361.0
6386,Cordoba,San Justo,El Arañado,14140170,Wireless,66.0
6387,Cordoba,San Justo,El Fuertecito,14140190,Wireless,9.0
6388,Cordoba,San Justo,El Tío,14140200,Wireless,33.0
6389,Cordoba,San Justo,Estación Luxardo,14140210,Wireless,36.0
6390,Cordoba,San Justo,Freyre,14140220,Wireless,79.0
6391,Cordoba,San Justo,La Francia,14140230,Wireless,119.0
6392,Cordoba,San Justo,La Tordilla,14140250,Wireless,45.0
6393,Cordoba,San Justo,Marull,14140280,Wireless,150.0
6394,Cordoba,San Justo,Miramar,14140290,Wireless,96.0
6395,Cordoba,San Justo,Plaza Luxardo,14140310,Wireless,6.0
6396,Cordoba,San Justo,Plaza San Francisco,14140320,Wireless,9.0
6397,Cordoba,San Justo,Porteña,14140330,Wireless,73.0
6398,Cordoba,San Justo,Quebracho Herrado,14140340,Wireless,43.0
6399,Cordoba,San Justo,Sacanta,14140350,Wireless,125.0
6400,Cordoba,San Justo,San Francisco,14140360,Wireless,605.0
6401,Cordoba,San Justo,Saturnino María Laspiur,14140370,Wireless,21.0
6402,Cordoba,San Justo,Tránsito,14140400,Wireless,106.0
6403,Cordoba,San Justo,Villa Concepción Del Tío,14140420,Wireless,132.0
6404,Cordoba,San Justo,Villa San Esteban,14140440,Wireless,31.0
6405,Cordoba,San Justo,El Fortín,14140180,Wireless,64.0
